Frame,RMSD,RoG,SaSa,RMSF
539,6.3539844,4.75995464266049,884.91187,4.284875
540,6.352079,4.76367033277548,892.5214,4.2856617
541,6.336563,4.75931192265998,885.1098,4.2851286
542,6.385397,4.76135506569926,897.38965,4.285259
543,6.353942,4.7590675343868,892.0665,4.2850366
544,6.329773,4.76291054369516,885.6429,4.285827
545,6.3513603,4.76118631787265,874.8355,4.285708
546,6.319914,4.75833065795888,884.9157,4.2854824
547,6.3203745,4.76043939494039,874.116,4.285129
548,6.319758,4.75781879720882,874.4176,4.2848506
549,6.3320103,4.75953904514168,870.9677,4.286107
550,6.3395305,4.76117850689143,883.8142,4.2863164
551,6.3455863,4.7654835935057,903.5165,4.286279
552,6.3460593,4.76275476007751,902.1647,4.2852564
553,6.352739,4.75732427993812,900.96326,4.2853007
554,6.343739,4.76178311788379,899.3441,4.2853503
555,6.330208,4.76516435980146,910.2247,4.2848687
556,6.355086,4.75992983250801,898.37665,4.2847295
557,6.3139963,4.75906757459167,897.7978,4.2853656
558,6.317508,4.761548458641,889.84186,4.2865763
559,6.3484635,4.76452126196865,902.72644,4.286061
560,6.3422127,4.75960395413207,891.8299,4.2856693
561,6.3427734,4.76298842196198,900.63715,4.2856116
562,6.3597627,4.76322082140116,898.4239,4.286968
563,6.3349595,4.76061764531799,889.10144,4.284991
564,6.3324485,4.7594079182977,895.0918,4.2855783
565,6.3351817,4.76012531483964,893.52344,4.285708
566,6.3376303,4.76073373688145,894.458,4.284544
567,6.3378773,4.76393924650002,893.3986,4.2843833
568,6.3558416,4.75963455907835,881.2846,4.2847013
569,6.382929,4.7623565008319,882.8482,4.285002
570,6.3828235,4.75717448712624,889.2169,4.2855535
571,6.3836904,4.76201036365711,878.36383,4.285231
572,6.36106,4.75792715670091,882.65295,4.284253
573,6.377437,4.76351251096809,873.3858,4.2850537
574,6.371692,4.76140131310184,890.3169,4.2846084
575,6.3672404,4.75971007123533,868.26495,4.2849293
576,6.333168,4.7573040146707,870.8255,4.285208
577,6.381026,4.75975115647785,879.07184,4.284725
578,6.368426,4.76242903098867,871.1527,4.2855062
579,6.3817015,4.76165289775514,870.7645,4.2848244
580,6.3801813,4.76344103383865,869.5552,4.2851005
581,6.373776,4.76184579678723,873.27527,4.2845817
582,6.344657,4.75958490764069,872.1384,4.2845817
583,6.3651166,4.76067542016654,872.3308,4.284649
584,6.3894343,4.75914524041639,862.76086,4.2845087
585,6.355018,4.75752627264588,861.8758,4.2852607
586,6.360451,4.75779876266116,866.17426,4.2851315
587,6.3396077,4.7578008614425,869.1647,4.2850313
588,6.3304095,4.7601542829606,856.22925,4.2847624
589,6.342223,4.75744633552131,867.45264,4.2849317
590,6.3457294,4.75915800280154,862.41846,4.2851315
591,6.3277936,4.75621397411049,865.3139,4.285007
592,6.3411083,4.75736258369984,870.65045,4.284676
593,6.353129,4.76173266671387,874.45276,4.285867
594,6.349477,4.75964346253353,880.56946,4.2857757
595,6.3460083,4.76121716315734,879.8261,4.2849913
596,6.3529696,4.75970761994462,879.3307,4.2852173
597,6.342608,4.762455178685,876.73486,4.287021
598,6.3428183,4.75999030738146,872.8231,4.286322
599,6.329499,4.76087104208203,886.5805,4.2856054
600,6.3468885,4.76137140664687,882.4976,4.285051
601,6.3333006,4.76153232543559,876.7816,4.2862563
602,6.3477173,4.76142210419678,897.29065,4.2857194
603,6.3282213,4.75996529212856,890.84705,4.2870717
604,6.3476253,4.76775555261822,890.57556,4.285883
605,6.3357134,4.76325247339598,883.90247,4.285023
606,6.3701496,4.76497377096949,886.79285,4.285106
607,6.3588243,4.76109346628659,873.5886,4.2856336
608,6.363381,4.75833492733558,871.157,4.2854795
609,6.3784432,4.75820418601174,853.49023,4.287266
610,6.3498087,4.75734329611641,869.00354,4.2860913
611,6.357184,4.76206913392102,874.8184,4.2853694
612,6.335942,4.75781835957398,874.35736,4.2848506
613,6.342238,4.76330479983536,878.21576,4.285285
614,6.3507986,4.76166261972029,874.3212,4.2874336
615,6.3431377,4.76051487660856,880.7503,4.2860456
616,6.3681035,4.75789446303016,883.6958,4.2866073
617,6.352647,4.76260714793794,879.2952,4.286903
618,6.35867,4.76219977914231,900.94867,4.287191
619,6.342388,4.76126940877291,882.6255,4.2874975
620,6.347216,4.76233087157015,888.4496,4.288004
621,6.3704996,4.76258139317997,879.9988,4.287189
622,6.3658576,4.76081361808281,876.442,4.286684
623,6.3737893,4.76128170874681,891.10095,4.2858963
624,6.3654532,4.76354245409186,879.3753,4.2866187
625,6.3768783,4.76158867908969,886.91626,4.287038
626,6.3864145,4.76454296079739,874.91156,4.285705
627,6.346968,4.7620339177924,885.18317,4.2865663
628,6.37306,4.76367131918381,876.23157,4.2877464
629,6.353924,4.76625223143435,884.3674,4.2870092
630,6.3377385,4.76076461678625,872.7786,4.2859735
631,6.350338,4.7590133892427,884.5204,4.2851415
632,6.3274603,4.76368773750044,907.408,4.2856035
633,6.352863,4.76275441927371,895.86835,4.2854633
634,6.3619375,4.75926840441762,882.44,4.2848883
635,6.3735495,4.7652304913116,890.6348,4.284713
636,6.3514833,4.76529867318026,892.2026,4.28493
637,6.357767,4.763346667693,903.02673,4.2850614
638,6.37251,4.76191000295897,888.6341,4.284873
639,6.4140882,4.75974900748345,883.89545,4.285554
640,6.399105,4.75936330259952,884.29114,4.2859974
641,6.3645678,4.76361343337098,883.0929,4.2852774
642,6.375477,4.7620712665053,889.2006,4.2848654
643,6.387182,4.76476310406159,907.63153,4.2851024
644,6.3789983,4.763783019458,896.23267,4.2860856
645,6.380862,4.76840654285849,886.97894,4.2846203
646,6.3629603,4.76091889609313,890.96344,4.2849956
647,6.3798203,4.76011636497963,895.27136,4.284786
648,6.360001,4.76658028135997,900.2985,4.284161
649,6.3563004,4.75816520767127,901.2865,4.285034
650,6.3524323,4.76044079323814,916.1529,4.285184
651,6.3699803,4.76189549995621,900.1832,4.285553
652,6.371537,4.76007674019213,884.5875,4.284564
653,6.3660316,4.76214895064661,881.4934,4.285239
654,6.3717127,4.76409087493539,882.63617,4.2854443
655,6.3677483,4.76179547407472,889.6269,4.285199
656,6.3706856,4.76088264837456,885.3018,4.2858477
657,6.398078,4.76316068991414,887.9645,4.2853446
658,6.346097,4.76230289768319,877.91516,4.285233
659,6.329233,4.75944379309251,887.5264,4.2853055
660,6.313899,4.76410563209329,897.7037,4.2843914
661,6.320495,4.76230235777581,891.899,4.2842884
662,6.3164907,4.76305090145785,896.4171,4.2857685
663,6.3362794,4.76100257642418,882.73737,4.2842135
664,6.35893,4.76381840818674,882.3385,4.284725
665,6.36943,4.76147377867499,890.9078,4.2851386
666,6.3639307,4.76317548340584,895.11115,4.2855835
667,6.3642173,4.76199705566165,891.3509,4.2840295
668,6.346687,4.76492957608183,906.5851,4.2844925
669,6.365424,4.76561682652791,889.2307,4.2839856
670,6.318546,4.76320002248361,893.2437,4.285163
671,6.3698025,4.76433655534095,883.03253,4.2852106
672,6.332787,4.7618143725299,885.65796,4.285278
673,6.346649,4.76283811604681,885.83307,4.2852755
674,6.3461394,4.76425567927524,892.8732,4.284667
675,6.3274097,4.75911771551691,886.6946,4.284667
676,6.3371964,4.757078983854,881.2597,4.285547
677,6.3599534,4.760995795101,892.55426,4.2854595
678,6.352328,4.75749441606711,883.55536,4.285559
679,6.3286085,4.76387369838606,895.80554,4.285582
680,6.3877106,4.76147792145759,882.8926,4.2848005
681,6.3365765,4.76367503836343,908.6224,4.286339
682,6.332627,4.76241645478289,885.4928,4.2854757
683,6.328492,4.76490153799917,896.45233,4.2847924
684,6.3288574,4.76387361094115,891.61957,4.2846227
685,6.3553243,4.76267666914128,893.6029,4.284789
686,6.3442,4.75931312338535,894.0292,4.285113
687,6.331423,4.76209227650045,902.2534,4.2842674
688,6.357591,4.76339738465988,896.71497,4.2848854
689,6.3654313,4.76424549376381,888.3708,4.285054
690,6.3314548,4.76307812155242,874.1587,4.284518
691,6.3229823,4.762877501314,892.11365,4.2844777
692,6.3840823,4.76561964172078,877.5106,4.2845497
693,6.359451,4.76123060883071,900.3664,4.283748
694,6.3835115,4.75979736180194,883.29846,4.2843366
695,6.3849387,4.75945264452713,892.9792,4.2855163
696,6.3610377,4.76526876129335,888.8531,4.2843833
697,6.343821,4.76138535082151,893.77875,4.284201
698,6.352704,4.76235881709502,884.24005,4.284746
699,6.3560147,4.76248712953139,879.95734,4.2835646
700,6.378795,4.76648499254654,890.9632,4.2840705
701,6.338175,4.76320644088895,910.2241,4.283608
702,6.355632,4.76226709925323,890.88403,4.2840075
703,6.363795,4.76405990785915,902.1729,4.2853694
704,6.3626666,4.76027779923486,889.49304,4.284472
705,6.3502016,4.76355849093364,884.2909,4.2846613
706,6.38751,4.76305648561181,883.20544,4.2837353
707,6.353757,4.76676202092454,903.2278,4.2837267
708,6.3654847,4.76422125522338,895.9024,4.285677
709,6.3797193,4.76389410383135,905.4141,4.2840877
710,6.3911433,4.76767352507205,900.31775,4.283376
711,6.347219,4.76352042062715,906.75586,4.2833414
712,6.3597918,4.76443919932864,903.3904,4.283191
713,6.3766236,4.76321221708504,916.42444,4.2836785
714,6.3748446,4.76021114224169,898.70905,4.284578
715,6.369892,4.76113904305562,914.3467,4.2849727
716,6.4227476,4.76502550269697,907.38947,4.283434
717,6.429884,4.7651135844048,901.074,4.283876
718,6.3907337,4.76719073045702,904.402,4.2834387
719,6.3936534,4.76641374995852,911.62054,4.283795
720,6.4141603,4.76580615458367,895.03345,4.283336
721,6.415895,4.76480636496486,896.01025,4.283156
722,6.402945,4.7653701397365,892.734,4.283975
723,6.3898067,4.76250973315175,887.3803,4.284447
724,6.4068637,4.76722352728077,895.4327,4.283873
725,6.4041305,4.76280613513415,891.8005,4.2840366
726,6.38349,4.76366992021641,894.3463,4.2838387
727,6.3753896,4.7647358329966,885.8748,4.2839313
728,6.374762,4.76138667002764,874.05505,4.2833147
729,6.3760147,4.76246671802618,875.4297,4.2841206
730,6.3865952,4.76056297448335,890.66223,4.283312
731,6.3831444,4.76353021290141,889.16864,4.283245
732,6.4011235,4.76513686704105,879.2903,4.2834935
733,6.384699,4.76535923711514,888.1953,4.2837324
734,6.408467,4.76064894915088,868.0414,4.2835665
735,6.4419074,4.76573774040298,885.52496,4.284577
736,6.4181805,4.75954111357347,888.60736,4.2835274
737,6.413615,4.76317028871653,891.4264,4.2835054
738,6.41113,4.7626138064182,891.9507,4.284103
739,6.412619,4.75820138400288,875.0681,4.284679
740,6.3937273,4.75674351897413,889.5558,4.2840223
741,6.415467,4.76257106969615,886.33057,4.2838845
742,6.401287,4.76233580983968,887.4606,4.2842655
743,6.412876,4.76185320708825,885.66833,4.2834883
744,6.404971,4.76244946058473,886.57806,4.2838416
745,6.418911,4.76234606003884,875.1391,4.283931
746,6.394683,4.76192263540404,890.20026,4.2831807
747,6.413224,4.75905966572539,882.5702,4.284085
748,6.4112253,4.75975586331009,891.51685,4.283624
749,6.3813887,4.75881651548033,882.998,4.283743
750,6.385182,4.76107511779053,885.03613,4.2840786
751,6.353772,4.76489955791888,888.82306,4.2840056
752,6.3779836,4.76263946464512,894.7221,4.285253
753,6.3929925,4.7643797347967,886.24164,4.2841773
754,6.420903,4.75933598038509,885.5883,4.284919
755,6.446501,4.76091087776516,898.6303,4.2851286
756,6.434067,4.76161284524993,888.62317,4.285799
757,6.4306736,4.76633572839616,889.85925,4.285226
758,6.392403,4.76270442360671,888.3295,4.2850103
759,6.4089003,4.76234716326201,893.9463,4.285067
760,6.4189157,4.76188691500601,896.79425,4.284843
761,6.443331,4.76100465052291,879.374,4.284451
762,6.4285455,4.75550051501757,873.5812,4.2843857
763,6.4124455,4.76213074069636,869.5986,4.284806
764,6.43269,4.76413131267605,887.04974,4.284688
765,6.4122376,4.76143335073881,887.9101,4.284647
766,6.402859,4.75731689863564,871.68787,4.284287
767,6.416376,4.76241915314486,881.49164,4.2857165
768,6.387286,4.7585676959847,866.4009,4.284127
769,6.385496,4.75933136692708,863.0385,4.2855697
770,6.398376,4.75919175045671,885.9905,4.2842355
771,6.416517,4.75999006292608,885.28955,4.2852654
772,6.3994355,4.75931982644872,871.53296,4.284018
773,6.368509,4.75815381899711,864.0658,4.284122
774,6.3651857,4.76112005631894,881.687,4.284466
775,6.373472,4.76072036483399,872.1685,4.2841716
776,6.400395,4.761580500435,876.0568,4.284104
777,6.424045,4.76374107411392,870.43475,4.2848573
778,6.407562,4.7606747436754,893.1924,4.2859564
779,6.3711143,4.76060533833633,859.1158,4.285139
780,6.3894625,4.76069440669422,870.058,4.285173
781,6.397771,4.76270141185175,878.8328,4.286157
782,6.394305,4.76125462205847,871.7068,4.2861333
783,6.370576,4.76124471555096,858.7962,4.2864203
784,6.377198,4.76206421451731,876.807,4.286191
785,6.392223,4.75998113076756,882.5645,4.2863293
786,6.359869,4.76117059406739,869.9893,4.285609
787,6.3921733,4.75923805224449,880.4488,4.2870317
788,6.3691163,4.76522472369412,875.821,4.285167
789,6.3965006,4.76255577698436,871.4421,4.2845187
790,6.40199,4.76077680521657,873.32367,4.2839336
791,6.42075,4.76214046088715,866.7476,4.284504
792,6.3967514,4.75682621246403,866.53394,4.2842975
793,6.4106665,4.75847915617242,867.47864,4.2841268
794,6.403332,4.76019389643555,869.15717,4.283986
795,6.4284487,4.76023466350393,880.8985,4.284033
796,6.4217377,4.7609204737557,893.07465,4.284515
797,6.4220037,4.76267447519852,897.37164,4.2838616
798,6.445054,4.76669145927353,910.1653,4.2835827
799,6.429942,4.76213821692772,915.6784,4.2841644
800,6.424649,4.76359120039817,909.8542,4.2835298
801,6.415739,4.76209827484816,906.7759,4.2835617
802,6.461042,4.76069451486109,893.50385,4.283827
803,6.448774,4.76133346022086,893.0877,4.2836514
804,6.4538894,4.76046676703395,889.6467,4.2836456
805,6.4493594,4.7659973592313,903.3382,4.2841578
806,6.437858,4.76668029322447,904.9912,4.284349
807,6.4538693,4.7640787176819,905.7653,4.284919
808,6.4408793,4.76341545572634,916.55743,4.2831287
809,6.4166627,4.76191033070837,922.8582,4.283419
810,6.45203,4.76368376738779,908.1843,4.28426
811,6.4175572,4.76287904890623,921.6747,4.2835875
812,6.4673004,4.76510243600911,921.93365,4.284098
813,6.472769,4.76263018933112,912.1529,4.283397
814,6.4478445,4.76451417515611,907.16315,4.283692
815,6.447154,4.76069916970091,908.56396,4.2849903
816,6.4323187,4.7668218274646,897.12787,4.2836323
817,6.4222264,4.763385585967,885.8976,4.2842627
818,6.432914,4.76421272743668,890.70557,4.283952
819,6.4294567,4.76374831715057,885.6418,4.283911
820,6.4162965,4.76618599447242,892.04645,4.2838244
821,6.4076743,4.76595032961432,905.8284,4.2846637
822,6.3825645,4.76196107717857,888.3209,4.284229
823,6.415034,4.7621200184133,897.12213,4.2837434
824,6.4200397,4.75902673622159,894.9284,4.2839527
825,6.4207087,4.764546563082,871.2639,4.2844944
826,6.4421387,4.76504169913239,877.3964,4.284843
827,6.4301558,4.7607491013218,888.9279,4.2839155
828,6.4131823,4.76351723581573,893.6601,4.2854285
829,6.439731,4.76710007998264,907.3956,4.284813
830,6.422354,4.76540908217635,905.3055,4.2865434
831,6.411532,4.76154583899843,901.05396,4.2862396
832,6.433809,4.76111722679622,909.61255,4.2870297
833,6.429477,4.76062427964239,890.2785,4.2844157
834,6.4260135,4.76586921231735,892.9043,4.282778
835,6.427323,4.76214163775551,892.4321,4.285114
836,6.432956,4.75959804802324,884.069,4.2837815
837,6.4089913,4.76210677649684,882.9911,4.284511
838,6.417458,4.76468792612015,910.40454,4.2847776
839,6.4186196,4.76259913432381,898.4541,4.2850313
840,6.3840356,4.75776162589667,877.449,4.285435
841,6.408199,4.75873596223612,891.82446,4.284356
842,6.377536,4.76142801949488,896.16626,4.285531
843,6.371813,4.76014423495083,879.1985,4.2849536
844,6.4089723,4.75665639537502,886.6412,4.2855287
845,6.4225984,4.76011577980395,885.9533,4.2838984
846,6.41953,4.76392748263675,886.8252,4.285257
847,6.401094,4.76070218114436,878.00775,4.2856083
848,6.4040504,4.76083434297583,892.2285,4.2853675
849,6.4163995,4.76413974935829,878.02673,4.2855372
850,6.4193225,4.76282123089421,871.86194,4.2869096
851,6.416321,4.76431320550988,879.06305,4.286606
852,6.4087405,4.75951722881798,877.7977,4.2862306
853,6.4096675,4.76362384237234,883.9102,4.284481
854,6.413395,4.76119987618569,873.71045,4.2858634
855,6.4077053,4.76231767739054,875.3039,4.285816
856,6.3784666,4.76022780192565,890.47644,4.2851763
857,6.411707,4.76204903253873,882.9603,4.2844763
858,6.373265,4.75824966704441,896.67114,4.2848573
859,6.3712783,4.76151165028654,889.17633,4.286334
860,6.388347,4.76357944196603,872.2906,4.2868037
861,6.4033527,4.76201208982685,864.5376,4.2849593
862,6.423061,4.76051194016765,871.4294,4.2854667
863,6.4243727,4.76178193715669,879.9983,4.2850866
864,6.3875904,4.75993148683092,874.9309,4.2837324
865,6.414928,4.75925568225142,885.1738,4.283977
866,6.414112,4.75842163749803,879.0754,4.284903
867,6.386025,4.76118250326827,883.5483,4.2839923
868,6.4052873,4.76367604773863,896.958,4.2841196
869,6.3827257,4.76180883061659,903.671,4.2840366
870,6.433589,4.75842017227163,890.8582,4.284867
871,6.4144335,4.76354011434802,895.5247,4.285224
872,6.4277787,4.76623091445711,896.9852,4.283636
873,6.413066,4.75919014858728,876.17883,4.283996
874,6.410302,4.75871770710781,890.2167,4.284022
875,6.4037023,4.75991948399835,889.8848,4.2836347
876,6.384294,4.76134117394341,898.7489,4.284216
877,6.4148483,4.76438756168384,918.68365,4.2839346
878,6.3938065,4.76076819572807,897.81903,4.283516
879,6.3679457,4.76347212934163,904.6261,4.283563
880,6.3974357,4.76467922213743,905.1807,4.284201
881,6.3809743,4.76339959300978,889.84406,4.2837043
882,6.4027166,4.76234720258784,900.5832,4.2839193
883,6.3852787,4.76162135971372,897.1316,4.2834644
884,6.3991275,4.76293669934165,907.08936,4.283508
885,6.432218,4.76570974925746,909.50726,4.2838464
886,6.4078674,4.76863543379636,912.4164,4.2840967
887,6.4447527,4.76749707068496,905.8259,4.2844167
888,6.3863044,4.76743206679754,933.1313,4.283929
889,6.3933835,4.76906672959668,906.5345,4.283813
890,6.413185,4.7622558668337,909.2832,4.2836614
891,6.3981094,4.76706357196636,912.1225,4.283776
892,6.4359,4.77122196161219,916.7627,4.283515
893,6.4323125,4.76437199635465,913.876,4.2845225
894,6.418545,4.76141083714312,919.7764,4.2842817
895,6.4103694,4.76544119070323,922.028,4.2840447
896,6.4107275,4.7682896737025,916.9426,4.2842703
897,6.415952,4.76434512797135,905.8924,4.2834554
898,6.406038,4.76941672243826,898.3994,4.2837286
899,6.3736405,4.76601944573412,902.72363,4.284003
900,6.406981,4.76391955358533,926.8003,4.2841063
901,6.4007573,4.76645225695938,927.1767,4.2845764
902,6.420148,4.76498753125017,908.6677,4.2845035
903,6.3915668,4.76155719600804,909.7461,4.2846036
904,6.407744,4.7651855004331,909.24945,4.2844524
905,6.409841,4.76135383067138,898.26685,4.283475
906,6.420992,4.76567672998648,902.62085,4.2836795
907,6.401014,4.76693898305162,908.2423,4.2838054
908,6.421159,4.76687318278745,906.7942,4.2840304
909,6.427956,4.75910678948395,889.94196,4.2842474
910,6.4208417,4.77763956266687,903.1199,4.2852955
911,6.386725,4.76131211978196,893.20715,4.284015
912,6.410758,4.75975987187117,899.2064,4.286498
913,6.426342,4.76486191836284,896.6755,4.2850075
914,6.424778,4.76393122137275,892.2019,4.2853656
915,6.4217415,4.76544392846072,919.55164,4.2853627
916,6.4149895,4.76426331419677,894.05524,4.2861757
917,6.4191456,4.76222880869446,880.31946,4.28562
918,6.4270573,4.76474388739627,901.28156,4.2853193
919,6.4034133,4.76182619534156,893.7749,4.284531
920,6.409442,4.75925854652399,881.91345,4.285429
921,6.42323,4.76770721977226,893.65753,4.286751
922,6.4260917,4.76479050706531,891.7837,4.2854605
923,6.4244423,4.7630286692225,878.58765,4.285959
924,6.4336367,4.75922880765664,874.70465,4.285887
925,6.4317307,4.76438136925898,874.4054,4.2857995
926,6.440559,4.75902949325599,885.75977,4.2855763
927,6.4092045,4.75972818544462,863.0115,4.2860613
928,6.451664,4.76230413002552,875.2579,4.2859654
929,6.454254,4.76301238289356,883.04364,4.2853227
930,6.44588,4.76126792833777,887.0244,4.2850595
931,6.4289775,4.76102717511637,904.9008,4.2864704
932,6.3968844,4.76154533233423,890.8592,4.2865624
933,6.4085298,4.7614174058851,896.8028,4.287217
934,6.4021397,4.75873257105244,885.9443,4.285305
935,6.377534,4.75603363928739,892.9637,4.286936
936,6.4036245,4.76201081815686,893.53656,4.285371
937,6.398433,4.76169308573786,887.9559,4.2852902
938,6.4155397,4.7627269391416,886.77435,4.2857437
939,6.4200225,4.76512359933234,882.3121,4.2849064
940,6.4473667,4.76268666979111,895.0995,4.285925
941,6.4381137,4.76240981739017,895.9287,4.2840934
942,6.407533,4.76459122774437,887.3182,4.2842298
943,6.4200034,4.76499360835263,892.13074,4.2850604
944,6.4396734,4.76451444572167,894.24036,4.284873
945,6.42851,4.76007066470095,892.2204,4.2855287
946,6.42061,4.76258924668756,899.66626,4.2850327
947,6.437642,4.75927942999155,888.6375,4.285241
948,6.424083,4.76178815325676,889.90344,4.284442
949,6.422169,4.76445626696897,881.7981,4.2854705
950,6.4287243,4.76403214775937,898.53143,4.285389
951,6.4432707,4.7639652348584,887.49725,4.2847314
952,6.428927,4.76228705592037,883.3817,4.2852063
953,6.4415026,4.76109544367304,886.32214,4.2854
954,6.4353085,4.76436560031763,888.6753,4.284876
955,6.466873,4.7612262387213,865.3466,4.2847605
956,6.4389987,4.7617570616996,880.5261,4.284868
957,6.460758,4.76257535307356,894.56244,4.287445
958,6.4680743,4.7654235558051,893.5985,4.2853565
959,6.4159265,4.76130180408227,882.2587,4.2853203
960,6.434558,4.76332136182103,903.76245,4.28588
961,6.4422174,4.76378958825016,909.80536,4.2860756
962,6.4201226,4.7659628115398,895.1896,4.284891
963,6.420674,4.76552410895192,911.4384,4.2860537
964,6.435121,4.76174805679811,905.504,4.2849226
965,6.44686,4.77550089329135,900.53436,4.2854104
966,6.435853,4.76367257885966,890.5247,4.2844715
967,6.456504,4.76159852026911,895.2127,4.2844954
968,6.428832,4.76799837706525,887.218,4.2850523
969,6.4262457,4.76075527991193,889.47125,4.2845187
970,6.418946,4.76119394093267,890.5788,4.284001
971,6.391435,4.76267222208729,884.65845,4.283778
972,6.4334702,4.76421046164778,900.19977,4.2835464
973,6.4051337,4.7649885125892,894.07697,4.283619
974,6.428271,4.76079167078529,897.656,4.2835975
975,6.4289145,4.7627500249917,905.9932,4.2840524
976,6.425,4.7631893250908,885.12463,4.2841988
977,6.414289,4.76380071050204,914.83203,4.284485
978,6.4201136,4.76471565263049,909.16095,4.2845297
979,6.432461,4.76161088987818,905.12024,4.2847495
980,6.4087906,4.76355989571633,908.76483,4.284602
981,6.404072,4.7636565263267,895.3187,4.283745
982,6.3961363,4.76310609942929,897.1712,4.2839065
983,6.3946304,4.76585909153346,901.2334,4.284236
984,6.380177,4.76583317280116,890.6372,4.283708
985,6.3989396,4.76444060122581,883.2226,4.2833977
986,6.396087,4.76448744006494,883.69464,4.283529
987,6.4036436,4.76792433769575,906.01587,4.283667
988,6.426447,4.76097164139081,898.23175,4.2838764
989,6.4302673,4.76245261909931,891.6208,4.2843857
990,6.4301815,4.76270661369947,901.0007,4.284678
991,6.4383454,4.76513669928372,903.7341,4.2844214
992,6.4250054,4.76618719257817,906.7562,4.2839236
993,6.4260936,4.76181520795387,921.4378,4.284231
994,6.4320755,4.76487558102981,911.41815,4.2847133
995,6.4403076,4.76529100247912,910.1041,4.283547
996,6.434982,4.76223087880332,902.5694,4.283282
997,6.4591475,4.7653830278905,895.36633,4.283061
998,6.448265,4.76023139670704,899.43835,4.2833915
999,6.422726,4.76258106744211,897.51044,4.2841043
1000,6.418238,4.7601257456219,877.3152,4.283313
1001,6.4333262,4.76249137008326,873.8726,4.283832
1002,6.429946,4.76200609240696,872.44446,4.283345
1003,6.447832,4.75952504348218,873.61285,4.283326
1004,6.408448,4.76149643526961,888.64484,4.283157
1005,6.428174,4.75929016084389,873.0273,4.284566
1006,6.431938,4.76407359473446,873.88135,4.2840095
1007,6.44779,4.75536735855656,883.13715,4.2838583
1008,6.44424,4.75970730625321,877.6662,4.2838244
1009,6.431939,4.76035857648088,871.98157,4.2835145
1010,6.4555135,4.76054614168762,886.42004,4.283317
1011,6.4369946,4.76039081107416,873.2501,4.284137
1012,6.4418526,4.7634461474353,885.01,4.283408
1013,6.425937,4.76077585876494,879.92065,4.2832403
1014,6.4171305,4.7615698895847,887.1492,4.2837334
1015,6.4116607,4.75791683412392,875.7969,4.283129
1016,6.4250717,4.76273802660051,871.6159,4.2834616
1017,6.443702,4.76101049289051,876.94257,4.2838564
1018,6.4171057,4.75975697655615,863.5276,4.284278
1019,6.4242473,4.7595405240959,860.57837,4.2840652
1020,6.414138,4.75586812383934,864.7474,4.2832413
1021,6.403272,4.75717294873912,862.6339,4.2836657
1022,6.4026074,4.76198380982491,865.37354,4.2829995
1023,6.40094,4.76393126679029,874.5,4.2834463
1024,6.421759,4.75997820850997,878.8151,4.2845984
1025,6.4136953,4.7595688175891,877.5431,4.2831626
1026,6.3826385,4.76067403453039,874.3573,4.284308
1027,6.386996,4.76197116994344,885.3575,4.2839103
1028,6.411726,4.7619566891339,895.6786,4.284338
1029,6.395872,4.76387979888949,887.2068,4.2843575
1030,6.415933,4.76050381679373,890.3186,4.283686
1031,6.4046645,4.76043874610717,888.0664,4.2839284
1032,6.396779,4.76111353512057,897.82,4.284279
1033,6.3872423,4.76010999168698,884.2119,4.2843194
1034,6.4004664,4.76255406168138,897.8858,4.2839403
1035,6.3934236,4.76022335018642,884.67926,4.2839293
1036,6.409054,4.76541679780741,878.31433,4.2840056
1037,6.382415,4.76024572408757,875.03284,4.2842956
1038,6.3903804,4.76161318909454,878.44,4.2841935
1039,6.4132824,4.7601775538516,879.97504,4.285075
1040,6.411334,4.76385314248383,889.5407,4.284036
1041,6.426277,4.76371359050464,880.14,4.284865
1042,6.403305,4.76122973769997,880.3725,4.2835045
1043,6.404936,4.76470395806982,889.28723,4.283578
1044,6.398843,4.75908050457447,869.4218,4.2839503
1045,6.396943,4.7683334812861,892.523,4.283786
1046,6.4148602,4.76089362635555,896.9866,4.28394
1047,6.429519,4.76373938710274,891.81134,4.2843113
1048,6.4318933,4.76064915913384,894.34485,4.2841835
1049,6.42621,4.76035460238686,889.7863,4.284231
1050,6.4319625,4.76139325647948,878.4563,4.2835293
1051,6.406907,4.75965962025635,900.5671,4.28473
1052,6.4333997,4.7600458371031,886.9298,4.284078
1053,6.410091,4.76118282118359,896.8879,4.284463
1054,6.425455,4.75861402509129,892.50024,4.285017
1055,6.4287453,4.76303369813704,898.85956,4.2851396
1056,6.4490385,4.76419557666983,886.0781,4.2845745
1057,6.423928,4.75990645759237,885.3766,4.285003
1058,6.4047136,4.75748915719481,871.5452,4.2840295
1059,6.43962,4.75985354218955,891.8278,4.285061
1060,6.4271736,4.76104078078793,884.00336,4.2850633
1061,6.430492,4.76000785016396,885.3149,4.2843676
1062,6.4356594,4.76151646987523,877.62866,4.2852407
1063,6.451629,4.76189631217637,884.7047,4.2849236
1064,6.419143,4.7614190819451,878.2953,4.2836814
1065,6.405455,4.7586282634824,878.9043,4.2852488
1066,6.404722,4.76234690770643,881.9794,4.284085
1067,6.4144096,4.75995064960575,893.98645,4.284924
1068,6.3837276,4.75564702178624,894.6989,4.2847967
1069,6.3929205,4.76482527585761,884.59705,4.2832756
1070,6.423796,4.7615309562504,870.80457,4.283946
1071,6.4243464,4.76417578224419,877.0859,4.2839665
1072,6.406157,4.75707655369287,882.1617,4.283849
