Frame,RMSD,RoG,SaSa,RMSF
101,6.093568,4.75898471488593,872.10626,4.29068
102,6.111993,4.75818148100508,862.49194,4.2905593
103,6.1309977,4.7591129785654,865.933,4.292728
104,6.1569533,4.75941039078543,876.91724,4.292414
105,6.1352897,4.76232284712003,883.42194,4.293386
106,6.120449,4.76088408271808,882.596,4.291001
107,6.076029,4.76239043200578,886.4413,4.295281
108,6.1284757,4.75971232657397,889.61304,4.2915125
109,6.1281605,4.76438750319842,896.65173,4.289295
110,6.1039224,4.75856590741821,883.6751,4.291697
111,6.1644998,4.76440392336374,889.16656,4.2917953
112,6.1629543,4.76713563679533,900.51874,4.290411
113,6.1589613,4.76434789587516,899.9898,4.291752
114,6.172491,4.76471172988627,905.8172,4.2906823
115,6.1629944,4.76079190576051,888.0996,4.2910438
116,6.1546354,4.76364688286879,890.92426,4.292844
117,6.143381,4.7649431363022,891.58923,4.2946253
118,6.1526437,4.76061889881879,902.9882,4.2948565
119,6.134625,4.76202095593877,890.8493,4.291154
120,6.133858,4.76000202695131,881.73456,4.292714
121,6.142503,4.75832936849978,887.0148,4.297661
122,6.1426687,4.76504507931227,883.189,4.296728
123,6.1496806,4.76053862645631,884.5169,4.2923007
124,6.1421947,4.76468310911134,875.91833,4.2938004
125,6.1662526,4.76089237420297,884.59094,4.2955155
126,6.1646695,4.76491443594459,883.08856,4.292691
127,6.128002,4.76239903506777,886.83594,4.2954445
128,6.13681,4.75778625171269,885.78265,4.293007
129,6.1514606,4.76579521367447,882.47485,4.290818
130,6.173293,4.75804334551861,866.54376,4.289838
131,6.179339,4.76310250946528,866.4842,4.2941546
132,6.1540594,4.76190950509876,865.69714,4.291706
133,6.1729856,4.75811752147709,869.9314,4.289515
134,6.1675725,4.76198467662404,881.92896,4.29229
135,6.1619067,4.7599285549024,880.9374,4.2941647
136,6.1618047,4.76018932038121,868.1167,4.2935753
137,6.1892414,4.75985487656902,871.3404,4.2954764
138,6.1784563,4.75731066439445,862.61945,4.289718
139,6.171395,4.75851789893022,874.78,4.29157
140,6.1678934,4.76016899274912,874.90344,4.292376
141,6.1409574,4.76455757180068,886.1772,4.2927847
142,6.1997848,4.76136556540057,858.533,4.2920303
143,6.202191,4.76177995552887,870.022,4.2917438
144,6.1928387,4.75791543638211,873.5976,4.293596
145,6.1810064,4.76244191274635,863.37537,4.294609
146,6.1807704,4.76402009601598,870.42065,4.2900443
147,6.146629,4.76331868403135,863.03625,4.2921944
148,6.152732,4.76192344616809,873.15826,4.292708
149,6.16913,4.76378571855202,874.7463,4.291406
150,6.164106,4.76103704364087,871.15094,4.291568
151,6.1562386,4.76499598277852,893.07623,4.2902193
152,6.146489,4.76276653765505,881.1343,4.2884493
153,6.129185,4.76025222223992,881.0397,4.2889595
154,6.122564,4.76179017372988,874.4661,4.2900777
155,6.1736,4.76170904953267,877.4294,4.290907
156,6.0765405,4.76348554396057,871.4689,4.2925224
157,6.126975,4.75667129562541,873.4463,4.291657
158,6.1351457,4.75768506098755,877.12225,4.292562
159,6.1426144,4.76275403229866,868.6566,4.2913733
160,6.125738,4.75737356009603,859.9823,4.2938805
161,6.1756463,4.75764343937873,863.265,4.2907977
162,6.1545124,4.76130931446807,866.3091,4.2925434
163,6.203533,4.76035253098576,873.8285,4.287352
164,6.1741157,4.76098586922952,862.87305,4.288367
165,6.1676946,4.76062975153521,880.1958,4.289135
166,6.1730175,4.75786260614674,879.0156,4.2885447
167,6.1728373,4.75775261736699,884.5308,4.2862587
168,6.184154,4.75513923494115,881.30927,4.287057
169,6.1880627,4.75974091989567,887.14105,4.2865043
170,6.1719685,4.75898652013765,899.8536,4.2867928
171,6.1530585,4.76143355786117,885.88416,4.287663
172,6.149715,4.76085303939228,889.6522,4.2869062
173,6.1567526,4.7585119563694,883.86487,4.2874374
174,6.1322994,4.75858276363508,874.13855,4.2880716
175,6.1650476,4.75535169299732,875.8624,4.286118
176,6.171734,4.76214708269909,884.1315,4.2860036
177,6.1768575,4.76173112478717,874.01434,4.286861
178,6.172591,4.76225406150956,889.98865,4.2868013
179,6.1182265,4.76470285085581,876.8145,4.2870016
180,6.130845,4.76169332990137,881.0107,4.286552
181,6.122354,4.76225385955487,867.50305,4.287974
182,6.1406193,4.7616659864991,867.69684,4.289051
183,6.1454296,4.76418914074977,876.16376,4.2877035
184,6.1469727,4.76263362900846,882.17773,4.288935
185,6.1645727,4.76312875095282,886.2878,4.2880445
186,6.154169,4.75832558359893,888.7397,4.28739
187,6.1604204,4.75878408260829,881.366,4.287007
188,6.173152,4.76339931404761,886.2073,4.2880306
189,6.146045,4.75960395793996,892.7016,4.288308
190,6.159915,4.76301188867076,896.9108,4.2877603
191,6.1488347,4.75903500431059,880.588,4.289094
192,6.172663,4.76273664927694,888.9648,4.287129
193,6.1607146,4.76096138907784,873.72046,4.292831
194,6.1565466,4.76614879058396,884.2751,4.2889137
195,6.1871285,4.76271704165514,878.4533,4.288744
196,6.1836424,4.76199025301387,885.00116,4.2879076
197,6.1661086,4.7601137774608,886.84906,4.2866874
198,6.179881,4.76137972111323,876.63354,4.2878737
199,6.1426916,4.7635549968239,880.15027,4.2874703
200,6.1740513,4.76228999823338,870.9873,4.2893395
201,6.187838,4.75813416701411,870.98315,4.2897253
202,6.17696,4.75995009443,870.88,4.2902455
203,6.1721454,4.76278267051469,869.56006,4.286508
204,6.1830015,4.76174314980531,872.0832,4.2885957
205,6.176103,4.75950373104597,882.28973,4.2876368
206,6.1595488,4.760026370052,870.9698,4.289314
207,6.19171,4.76411185208797,869.8489,4.289311
208,6.162335,4.75965435742151,868.40106,4.288909
209,6.157774,4.76057235562983,862.06647,4.2912297
210,6.1900773,4.76053405221518,860.3293,4.291574
211,6.175393,4.75988581098995,861.6001,4.290541
212,6.1620936,4.76124253304387,868.54266,4.2913013
213,6.157685,4.75737964672522,863.79803,4.2906957
214,6.175746,4.75856742076518,864.341,4.2911797
215,6.193383,4.76589500939885,854.88794,4.2884645
216,6.1772876,4.76298737000549,876.08246,4.2928743
217,6.1687346,4.7574643957197,859.47095,4.288158
218,6.1568527,4.75709367542166,858.22284,4.2877245
219,6.163745,4.76119242636933,853.44904,4.2885265
220,6.171665,4.75841508365239,858.1594,4.288908
221,6.1736226,4.75776928435633,866.96423,4.290105
222,6.192337,4.76062711380672,871.397,4.2874546
223,6.2042637,4.76379028881701,872.3888,4.286812
224,6.20305,4.76031241831145,869.8598,4.2892833
225,6.185294,4.76192939284537,875.61334,4.2875147
226,6.201909,4.76244265047203,884.02014,4.287463
227,6.177958,4.76069170499904,879.3638,4.2872677
228,6.174888,4.76222781645974,882.6935,4.286817
229,6.19351,4.75858213194566,895.2531,4.290789
230,6.183755,4.76206168665078,871.01874,4.289148
231,6.201987,4.76112018182986,871.2015,4.287646
232,6.208971,4.75838676813131,878.7382,4.2878036
233,6.197289,4.76005137709203,890.588,4.2879825
234,6.200604,4.76042870849109,872.3894,4.28941
235,6.183837,4.76327305203002,891.2883,4.2893996
236,6.145379,4.75834878837941,878.8084,4.2895284
237,6.155075,4.76391724478004,887.1076,4.291318
238,6.1741242,4.75974901718261,869.2141,4.2917275
239,6.1735635,4.75835441997879,872.88324,4.2891617
240,6.155722,4.75972447285565,865.85364,4.2892504
241,6.168963,4.75734670832837,872.0903,4.289681
242,6.187034,4.76236142909366,878.74963,4.294958
243,6.183851,4.75971935001105,879.97986,4.2916203
244,6.2041535,4.75722444745775,879.5599,4.290325
245,6.1796923,4.75974807430622,890.7925,4.293867
246,6.1526093,4.76254310374601,904.3303,4.2918253
247,6.1725235,4.76697134638719,886.13306,4.2893605
248,6.182053,4.76466527251679,868.5491,4.292679
249,6.183414,4.76470419312365,877.75885,4.293191
250,6.1857495,4.76256174994702,870.8733,4.2946286
251,6.191687,4.75835185772217,868.4448,4.2912292
252,6.202488,4.76345877003971,870.42847,4.290106
253,6.1906004,4.7620015162607,872.589,4.2888474
254,6.188857,4.76308649394621,877.4057,4.287919
255,6.1838994,4.76187908678609,885.2479,4.288077
256,6.20539,4.76699261275218,887.7181,4.287577
257,6.183545,4.75988701164921,889.934,4.286014
258,6.2138367,4.76410008063701,889.37756,4.2878246
259,6.187084,4.76296374982613,899.9462,4.2865376
260,6.187093,4.76421883435559,880.95483,4.285559
261,6.2169204,4.76799148966618,887.44403,4.286516
262,6.187105,4.76187375090395,889.7524,4.287212
263,6.173625,4.76131473378366,898.929,4.2876616
264,6.202759,4.7631794813185,898.8054,4.286921
265,6.204409,4.76577342657969,911.88226,4.2871056
266,6.186368,4.76534647364985,895.48047,4.2880406
267,6.2014885,4.75964312716659,881.13293,4.289781
268,6.2022986,4.76582608775896,882.798,4.2891755
269,6.189628,4.76160308112126,876.29047,4.287814
270,6.1900725,4.75740060814724,882.5256,4.286661
271,6.171353,4.76240307822738,891.93677,4.2876506
272,6.2249403,4.76459848007014,877.41,4.2873616
273,6.181781,4.76292800408565,882.6232,4.2870708
274,6.207962,4.7604985986416,872.1989,4.287272
275,6.2203383,4.75717644525309,888.1403,4.287177
276,6.2076263,4.76016435086205,877.4359,4.288853
277,6.186062,4.76396507411189,877.85535,4.287951
278,6.21802,4.75882860882244,878.3684,4.289112
279,6.2059064,4.75952944458191,866.3614,4.288878
280,6.2105594,4.75887687312027,865.3839,4.2886267
281,6.2266297,4.75943071971249,874.21954,4.288077
282,6.1975517,4.75983001450706,865.6474,4.2883368
283,6.1922793,4.75839364287635,861.01434,4.288126
284,6.192069,4.76320842499466,881.1053,4.28773
285,6.194096,4.75959840989865,874.03613,4.288443
286,6.186992,4.76403026495777,878.1083,4.2915716
287,6.1788177,4.75891729206138,879.90765,4.293176
288,6.192212,4.76256156396223,889.126,4.291502
289,6.217979,4.7662286108614,895.29114,4.2896805
290,6.1963534,4.763436846976,885.4547,4.2911196
291,6.2127757,4.76332092137734,883.92145,4.2926426
292,6.2072225,4.76214088226344,889.6038,4.290302
293,6.233592,4.76540881487954,894.7053,4.288508
294,6.2212687,4.762862498354,900.1189,4.288261
295,6.222089,4.76025012454789,910.1187,4.2894883
296,6.2557135,4.75929610337945,898.8395,4.290747
297,6.23125,4.76417342796057,899.7555,4.289713
298,6.2307186,4.75958261034089,898.9715,4.29051
299,6.267466,4.75958279618977,908.9026,4.2891684
300,6.2618303,4.7632395724357,895.7212,4.2889147
301,6.2369657,4.75930662948299,901.7761,4.288456
302,6.2318687,4.7653040919803,896.9086,4.2881203
303,6.243252,4.7642507704225,900.8607,4.28754
304,6.235458,4.76276710344206,899.1415,4.2893248
305,6.248281,4.76073529147608,906.4161,4.288873
306,6.2572002,4.76507222944268,899.90326,4.2888503
307,6.234669,4.7607016493539,907.21735,4.2899084
308,6.207691,4.75767608413115,895.05884,4.2897305
309,6.2182074,4.76467338367123,898.3064,4.287563
310,6.2221665,4.76380186019517,881.51154,4.2887483
311,6.252783,4.76093590606086,903.6139,4.2902493
312,6.2125473,4.76500594118228,899.40155,4.2898216
313,6.2287264,4.76218051380701,915.4045,4.288912
314,6.2222824,4.77065978228306,918.9213,4.2919693
315,6.2478065,4.76425100156999,906.42175,4.2895923
316,6.211497,4.76453599769993,902.9367,4.287677
317,6.213259,4.7664344874635,910.61096,4.287831
318,6.2485466,4.76529711923334,904.0408,4.286984
319,6.245754,4.7626790401385,907.63257,4.2863407
320,6.262699,4.76552432117035,904.24786,4.2864175
321,6.2365417,4.7620256626817,880.18414,4.287444
322,6.2243195,4.76213919537564,903.3179,4.28779
323,6.221095,4.76499420205659,894.94354,4.28657
324,6.2108006,4.76072787059269,897.35925,4.286385
325,6.1864834,4.75873403919155,878.17615,4.2877
326,6.2030544,4.76394717756133,880.50464,4.2883205
327,6.1983814,4.7601949113633,887.3987,4.2873693
328,6.241601,4.7613289830408,902.7972,4.287956
329,6.2475986,4.75997582825184,883.3155,4.286906
330,6.2567654,4.7634777200364,878.6885,4.2870016
331,6.2540555,4.76243524636816,897.76544,4.2866282
332,6.252175,4.7617246106203,887.17596,4.287162
333,6.248407,4.76019453813463,909.28735,4.287279
334,6.270006,4.7612734581109,881.1613,4.2863693
335,6.260367,4.7640817440349,890.17114,4.286802
336,6.2443075,4.76449587419733,892.58276,4.286416
337,6.250077,4.7631007997771,891.8668,4.2864394
338,6.2513223,4.76027146436578,905.8389,4.2855477
339,6.262764,4.76369522057124,907.53424,4.286261
340,6.24146,4.76171732025637,900.17163,4.2859488
341,6.273048,4.76367034648452,903.956,4.2862496
342,6.284841,4.76187732499457,889.6166,4.2857924
343,6.265717,4.76625522880577,900.0128,4.286939
344,6.26183,4.76738637040962,888.4307,4.2870264
345,6.2523317,4.76192966867449,879.94495,4.2867584
346,6.2790627,4.76709763037401,888.7546,4.2882166
347,6.2663555,4.76366252020499,878.40424,4.287056
348,6.284083,4.76128968233848,889.6345,4.2881722
349,6.2679186,4.76040387603885,890.1035,4.28991
350,6.2969728,4.76359768920137,882.2723,4.2875767
351,6.2799506,4.7622755690046,886.7705,4.2890453
352,6.264149,4.76034360191191,901.63226,4.288807
353,6.2656574,4.75845233296944,892.1262,4.288761
354,6.268818,4.76191266897799,896.59503,4.2902074
355,6.2755713,4.76041503497141,896.0972,4.287956
356,6.279805,4.76384835419545,893.90826,4.2881446
357,6.3186927,4.76243053813071,907.42004,4.28779
358,6.2965107,4.76317742471393,905.97235,4.288082
359,6.2867103,4.76158046116931,913.7884,4.2869673
360,6.274059,4.7643395112276,895.9946,4.2864575
361,6.261194,4.7640698744123,899.95056,4.285089
362,6.298758,4.76263287756838,913.53876,4.285705
363,6.2991223,4.76554308863167,898.6464,4.2861633
364,6.2845917,4.76186592747447,885.4573,4.2855015
365,6.313732,4.7622834994945,898.1452,4.2861466
366,6.2762938,4.76182667973602,895.54,4.2858753
367,6.289237,4.7631846473458,888.8637,4.2863483
368,6.3009825,4.76332155088512,891.09393,4.2865186
369,6.2650056,4.76511099477025,887.24603,4.2867737
370,6.292576,4.76473554417783,888.6199,4.287459
371,6.281394,4.75963137255992,898.2046,4.2859907
372,6.2842975,4.75963412570524,892.00134,4.287362
373,6.2606034,4.76213947662706,901.5331,4.2858295
374,6.26693,4.76294792394112,888.4444,4.285257
375,6.2680526,4.76249977745234,897.37506,4.286134
376,6.2555876,4.76191725794993,889.0317,4.2865953
377,6.2752757,4.76037394062707,886.14813,4.285415
378,6.2605124,4.76533373936594,886.28876,4.2859664
379,6.294259,4.76451388149726,892.3963,4.285996
380,6.2810416,4.7632061327032,888.66724,4.2866497
381,6.3003216,4.76292633407891,889.5872,4.2861586
382,6.317188,4.75680045272758,882.037,4.28728
383,6.3127856,4.76075975803962,888.0743,4.286254
384,6.3293486,4.7648596807252,897.86084,4.286909
385,6.3106785,4.7613649786871,874.5415,4.2864375
386,6.283174,4.76082645913362,875.28876,4.286985
387,6.2883444,4.7632779342975,885.47235,4.2857904
388,6.2721896,4.76212637192257,891.7327,4.2861266
389,6.2495437,4.76434564638591,875.8052,4.2855844
390,6.24882,4.7631032887136,895.12646,4.28605
391,6.2368746,4.76029443788194,885.3639,4.2862086
392,6.259881,4.76461458018375,889.86304,4.2874293
393,6.2773046,4.76285974799729,895.12775,4.2867184
394,6.299843,4.76379301214985,885.6782,4.2875776
395,6.2990336,4.763725432824,900.0845,4.287154
396,6.315642,4.76716070383993,906.85315,4.285841
397,6.281207,4.7627657047449,890.2321,4.2870746
398,6.290882,4.76291144996348,907.2808,4.2862573
399,6.3000937,4.76264799853212,898.8805,4.287529
400,6.297166,4.7613571389955,891.803,4.286375
401,6.301782,4.76131076858136,902.7029,4.2864194
402,6.280986,4.76362228229193,902.0739,4.2853684
403,6.2977147,4.76252754145967,899.4452,4.2858615
404,6.3007736,4.76248441179403,908.8774,4.2858424
405,6.3152995,4.76451268340309,913.3034,4.2852573
406,6.3091626,4.76358321423194,908.828,4.2854195
407,6.2949224,4.75984179561003,884.48926,4.286329
408,6.2946005,4.75907969634417,889.6467,4.2854133
409,6.280376,4.76326852186886,917.7186,4.286537
410,6.2903423,4.7632133966128,907.68365,4.285575
411,6.344467,4.76147996231278,891.60004,4.2864857
412,6.315148,4.76305718818725,908.7413,4.2852945
413,6.3134084,4.76266005024165,909.57367,4.285682
414,6.3148284,4.76512102093645,907.54956,4.2860136
415,6.333394,4.7647749985661,912.1107,4.2862434
416,6.3428063,4.76465772483431,914.507,4.286432
417,6.325198,4.76409075123867,914.3624,4.286395
418,6.30489,4.76212926719746,897.9903,4.287365
419,6.3132687,4.76353185148177,902.62134,4.2851343
420,6.3503027,4.75907494532061,886.7368,4.28638
421,6.351459,4.76058211927998,894.2966,4.285802
422,6.3185616,4.7636481918373,896.5734,4.285335
423,6.3170877,4.7645141959842,893.93567,4.283987
424,6.3168354,4.76731300530134,902.07153,4.283983
425,6.324557,4.76479748303161,888.59644,4.2842965
426,6.3004203,4.76476739645561,890.6779,4.284297
427,6.3183465,4.76423312973481,891.7567,4.2840905
428,6.293006,4.76267239988334,889.2388,4.284696
429,6.3186107,4.75986288549861,890.31177,4.284496
430,6.3162584,4.76447616771484,877.21246,4.284338
431,6.302964,4.75836673659243,885.2256,4.28399
432,6.292652,4.76086170231636,874.5642,4.284898
433,6.3324914,4.76247680079623,881.5186,4.2844167
434,6.3139906,4.7658236162443,889.69586,4.2858014
435,6.2982483,4.76308610997215,887.2275,4.285697
436,6.318672,4.76036499847659,890.50244,4.2853208
437,6.314044,4.76824426392403,886.264,4.284432
438,6.323391,4.76092042273643,892.4444,4.2850075
439,6.338512,4.76110949860324,896.8912,4.2851777
440,6.3137693,4.76232705849895,899.4391,4.284224
441,6.323251,4.76596835376966,907.15125,4.284283
442,6.2907867,4.76378949876958,899.0237,4.285274
443,6.30744,4.76413869716148,896.3931,4.286088
444,6.349831,4.7637440682663,900.7072,4.2852993
445,6.3347335,4.76261867244998,899.0189,4.285139
446,6.314098,4.76194884450212,907.302,4.2849946
447,6.3018126,4.76582069312731,891.85205,4.284956
448,6.3187785,4.76226184981718,896.4416,4.2851744
449,6.299361,4.76360030584342,884.872,4.2844515
450,6.301064,4.75728292459194,893.339,4.2862983
451,6.298588,4.76280689581654,902.74225,4.2858996
452,6.289432,4.76878426450308,914.5498,4.2854056
453,6.293272,4.76179050389067,912.37213,4.2856565
454,6.2996035,4.76673839545474,904.6935,4.2859178
455,6.302585,4.76438974564916,891.2276,4.284817
456,6.281976,4.76474151748285,892.8146,4.285684
457,6.3122067,4.76436475419668,882.1076,4.2853136
458,6.3047037,4.76359364917025,889.33435,4.286877
459,6.3015547,4.76192092583815,893.15985,4.284649
460,6.2745147,4.76208283408977,891.2646,4.2849326
461,6.274499,4.76385182511833,898.49615,4.28862
462,6.2860823,4.76043376440656,874.6987,4.2865205
463,6.2715755,4.76540020434468,891.58466,4.285322
464,6.2786045,4.75962212165424,877.1061,4.286397
465,6.2872605,4.76005958626532,885.4031,4.285383
466,6.308455,4.76152800019401,894.8835,4.2860065
467,6.3029346,4.76419160724161,895.7079,4.2868586
468,6.334186,4.76266441892431,906.56525,4.286253
469,6.3142858,4.76144364832724,889.88074,4.2862797
470,6.3179564,4.75813830130988,889.97516,4.2856493
471,6.313057,4.76209668146924,888.5908,4.286819
472,6.323276,4.76001195850571,892.1597,4.285315
473,6.291206,4.75843999049206,887.3654,4.2858734
474,6.310213,4.76117398020893,885.7486,4.2872257
475,6.3488545,4.75605004574916,883.9942,4.2853007
476,6.3126574,4.76304547656719,894.1942,4.286958
477,6.3463163,4.76130742412912,891.9368,4.287729
478,6.3524656,4.75957678856167,886.5957,4.284176
479,6.3525176,4.76009307146157,899.8823,4.2850466
480,6.3324604,4.75905755765069,884.9524,4.286142
481,6.331742,4.75974260421457,890.2496,4.2844915
482,6.3239164,4.76024617275608,902.66736,4.2845764
483,6.3467526,4.76101312933213,891.8769,4.2846303
484,6.3512683,4.76672796172808,902.1732,4.2849083
485,6.352861,4.7638123673505,900.70874,4.286009
486,6.3123527,4.76213546744406,891.5777,4.2852964
487,6.316162,4.76198265021052,895.1029,4.2862997
488,6.3110123,4.75952433314377,890.25195,4.2871017
489,6.3290615,4.75722216280218,886.921,4.286284
490,6.327629,4.76172042587613,884.8349,4.2860055
491,6.3481946,4.76130714254042,860.69037,4.286555
492,6.343312,4.75735868050005,881.8275,4.284825
493,6.3393846,4.75941667244706,882.286,4.2852573
494,6.363034,4.76047909117264,881.13245,4.2864394
495,6.3429236,4.76274337200288,891.1751,4.285326
496,6.3435154,4.76254376900508,897.4794,4.2857156
497,6.349883,4.76140128691027,875.43994,4.286567
498,6.33701,4.75921028143143,881.9451,4.2858753
499,6.345206,4.75844843461724,885.0182,4.286289
500,6.35541,4.75942236202804,892.3085,4.286201
501,6.3697143,4.76261242631749,887.0226,4.2858906
502,6.3494053,4.75800694008697,886.0927,4.2873464
503,6.375006,4.7634601674802,898.14667,4.2855387
504,6.3491864,4.75910305157285,902.9255,4.2852287
505,6.3768625,4.76074329626671,904.00726,4.284741
506,6.3719063,4.76328850834056,900.1126,4.284654
507,6.356135,4.75896376962086,904.1572,4.285039
508,6.3374233,4.76403010206113,894.7181,4.283608
509,6.336109,4.76254552197834,888.78406,4.2836423
510,6.3252945,4.76161299464518,889.2585,4.2837605
511,6.3469534,4.76067787343098,895.2873,4.28405
512,6.3242984,4.76359197187559,893.8893,4.28394
513,6.321561,4.7651081365697,879.2066,4.2841043
514,6.3391566,4.75925807301953,895.94385,4.28452
515,6.337678,4.76266607064244,901.36816,4.285121
516,6.3245654,4.76105817362024,913.07806,4.2853947
517,6.305362,4.76341078678123,895.3425,4.285427
518,6.318362,4.76329971530839,909.47144,4.2851486
519,6.316257,4.76400929177193,896.45966,4.285718
520,6.317129,4.76628998837726,908.38965,4.2857413
521,6.3137918,4.76409177503988,903.27625,4.2853913
522,6.342222,4.76359461408805,892.4435,4.2843485
523,6.275861,4.76414173838538,895.77295,4.2846346
524,6.2846847,4.76227189553403,898.314,4.284982
525,6.2882667,4.76297317132639,897.1176,4.285043
526,6.279316,4.76333542410711,883.5306,4.284713
527,6.2766337,4.76074340705835,884.7601,4.2847643
528,6.297438,4.7620875004381,884.8677,4.285386
529,6.3043876,4.76241444598335,885.2567,4.284108
530,6.3314953,4.76129296757372,874.73364,4.284098
531,6.2939878,4.76412686797412,871.53564,4.285841
532,6.31011,4.76009942068919,877.3194,4.286337
533,6.3206506,4.76333600779332,888.5042,4.2844763
534,6.3050976,4.76155524095319,873.815,4.284196
535,6.305072,4.75754460144304,876.29193,4.284224
536,6.297852,4.76107727810677,884.56683,4.2844343
537,6.3263097,4.75640383867237,870.3088,4.28505
538,6.303687,4.76293877406598,872.538,4.284896
